j5	j3	count	startpos	productsize	JS	deletion size	chorm	type	name	start	end	evtype	evrelorf	evsize	startpos_byfusion
75	12973	196	12985	165	75 - 12973	12898						N-term trunc	ORF1a	4240
68	25799	190	25813	22	68 - 25799	25731						frameshift,mid	ORF3a	22
48	17897	80	17905	1	48 - 17897	17849						frameshift,mid	ORF1b	1
70	5591	57	5591	21	70 - 5591	5521						frameshift,mid	ORF1a	21
71	2793	49	2801	22	71 - 2793	2722						frameshift,mid	ORF1a	22
68	25799	48	25813	22	68 - 25799	25731						frameshift,mid	ORF3a	22
70	19111	48	19147	51	70 - 19111	19041						frameshift,mid	ORF1b	51
75	21057	45	21070	23	75 - 21057	20982						frameshift,mid	ORF1b	23
70	18940	42	18940	2	70 - 18940	18870						frameshift,mid	ORF1b	2
68	25799	40	25813	22	68 - 25799	25731						frameshift,mid	ORF3a	22
70	5591	37	5591	21	70 - 5591	5521						frameshift,mid	ORF1a	21
69	2688	36	2744	3	69 - 2688	2619						frameshift,mid	ORF1a	3
71	20285	34	20308	15	71 - 20285	20214						frameshift,mid	ORF1b	15
68	14662	33	14698	17	68 - 14662	14594						frameshift,mid	ORF1b	17
72	27761	32	27824	20	72 - 27761	27689						N-term trunc	ORF7b	23
48	17897	31	17905	1	48 - 17897	17849						frameshift,mid	ORF1b	1
71	2793	29	2801	22	71 - 2793	2722						frameshift,mid	ORF1a	22
75	7607	26	7664	14	75 - 7607	7532						frameshift,mid	ORF1a	14
70	18940	26	18940	2	70 - 18940	18870						frameshift,mid	ORF1b	2
71	2793	24	2801	22	71 - 2793	2722						frameshift,mid	ORF1a	22
70	5824	19	5858	12	70 - 5824	5754						frameshift,mid	ORF1a	12
68	5081	18	5102	37	68 - 5081	5013						frameshift,mid	ORF1a	37
64	5784	17	5858	12	64 - 5784	5720						frameshift,mid	ORF1a	12
75	21057	17	21070	23	75 - 21057	20982						frameshift,mid	ORF1b	23
69	15776	17	15811	28	69 - 15776	15707						frameshift,mid	ORF1b	28
69	2688	16	2744	3	69 - 2688	2619						frameshift,mid	ORF1a	3
71	2793	16	2801	22	71 - 2793	2722						frameshift,mid	ORF1a	22
72	27761	16	27824	20	72 - 27761	27689						N-term trunc	ORF7b	23
75	21057	16	21070	23	75 - 21057	20982						frameshift,mid	ORF1b	23
69	4579	16	4589	11	69 - 4579	4510						frameshift,mid	ORF1a	11
69	2688	15	2744	3	69 - 2688	2619						frameshift,mid	ORF1a	3
69	2688	15	2744	3	69 - 2688	2619						frameshift,mid	ORF1a	3
75	12973	15	12985	165	75 - 12973	12898						N-term trunc	ORF1a	4240
69	4579	15	4589	11	69 - 4579	4510						frameshift,mid	ORF1a	11
48	17897	15	17905	1	48 - 17897	17849						frameshift,mid	ORF1b	1
48	17897	15	17905	1	48 - 17897	17849						frameshift,mid	ORF1b	1
71	27760	15	27824	20	71 - 27760	27689						N-term trunc	ORF7b	23
69	4579	15	4589	11	69 - 4579	4510						frameshift,mid	ORF1a	11
66	10132	15	10151	2	66 - 10132	10066						frameshift,mid	ORF1a	2
73	14752	15	14773	27	73 - 14752	14679						frameshift,mid	ORF1b	27
70	3815	13	3841	3213	70 - 3815	3745						N-term trunc	ORF1a	1192
72	27761	13	27824	20	72 - 27761	27689						N-term trunc	ORF7b	23
71	22801	13	22841	7	71 - 22801	22730						frameshift,mid	S	7
69	2688	13	2744	3	69 - 2688	2619						frameshift,mid	ORF1a	3
71	14661	12	14698	17	71 - 14661	14590						frameshift,mid	ORF1b	17
69	2688	12	2744	3	69 - 2688	2619						frameshift,mid	ORF1a	3
70	11838	12	11848	544	70 - 11838	11768						N-term trunc	ORF1a	3861
68	5081	12	5102	37	68 - 5081	5013						frameshift,mid	ORF1a	37
71	2793	12	2801	22	71 - 2793	2722						frameshift,mid	ORF1a	22
48	17897	12	17905	1	48 - 17897	17849						frameshift,mid	ORF1b	1
48	17897	12	17905	1	48 - 17897	17849						frameshift,mid	ORF1b	1
71	27760	12	27824	20	71 - 27760	27689						N-term trunc	ORF7b	23
68	8114	12	8132	3	68 - 8114	8046						frameshift,mid	ORF1a	3
75	22838	12	22841	7	75 - 22838	22763						frameshift,mid	S	7
75	21057	12	21070	23	75 - 21057	20982						frameshift,mid	ORF1b	23
75	21057	11	21070	23	75 - 21057	20982						frameshift,mid	ORF1b	23
67	25862	11	25909	24	67 - 25862	25795						frameshift,mid	ORF3a	24
69	15776	11	15811	28	69 - 15776	15707						frameshift,mid	ORF1b	28
71	11778	11	11848	544	71 - 11778	11707						N-term trunc	ORF1a	3861
71	2793	11	2801	22	71 - 2793	2722						frameshift,mid	ORF1a	22
74	11672	11	11696	3	74 - 11672	11598						frameshift,mid	ORF1a	3
48	17897	11	17905	1	48 - 17897	17849						frameshift,mid	ORF1b	1
70	3815	11	3841	3213	70 - 3815	3745						N-term trunc	ORF1a	1192
68	8114	11	8132	3	68 - 8114	8046						frameshift,mid	ORF1a	3
69	2688	10	2744	3	69 - 2688	2619						frameshift,mid	ORF1a	3
68	8114	10	8132	3	68 - 8114	8046						frameshift,mid	ORF1a	3
71	2793	10	2801	22	71 - 2793	2722						frameshift,mid	ORF1a	22
71	2793	10	2801	22	71 - 2793	2722						frameshift,mid	ORF1a	22
69	15776	10	15811	28	69 - 15776	15707						frameshift,mid	ORF1b	28
70	19111	10	19147	51	70 - 19111	19041						frameshift,mid	ORF1b	51
48	17897	10	17905	1	48 - 17897	17849						frameshift,mid	ORF1b	1
64	2459	10	2629	3617	64 - 2459	2395						N-term trunc	ORF1a	788
10683	21427	2197	106	9	10683 - 21427	10744						frameshift-fusion-orf	ORF1a-ORF1b	(3472.6666666666665, 3484)
10683	21427	1902	106	9	10683 - 21427	10744						frameshift-fusion-orf	ORF1a-ORF1b	(3472.6666666666665, 3484)
19864	25325	1523	106	9	19864 - 25325	5461						in-frame-fusion-orf	ORF1b-S	(2132.3333333333335, 19.666666666666668)
10683	21427	1260	106	9	10683 - 21427	10744						frameshift-fusion-orf	ORF1a-ORF1b	(3472.6666666666665, 3484)
5249	23191	1204	106	9	5249 - 23191	17942						frameshift-fusion-orf	ORF1a-S	(1661.3333333333333, 1671)
10683	21427	1092	106	9	10683 - 21427	10744						frameshift-fusion-orf	ORF1a-ORF1b	(3472.6666666666665, 3484)
