j5	j3	count	startpos	productsize	JS	deletion size	chorm	type	name	start	end	evtype	evrelorf	evsize	startpos_byfusion
72	28883	170	28900	210	72 - 28883	28811						N-term trunc	N	209
69	15776	149	15811	28	69 - 15776	15707						frameshift,mid	ORF1b	28
72	28883	135	28900	210	72 - 28883	28811						N-term trunc	N	209
72	28883	103	28900	210	72 - 28883	28811						N-term trunc	N	209
69	15776	89	15811	28	69 - 15776	15707						frameshift,mid	ORF1b	28
72	28883	88	28900	210	72 - 28883	28811						N-term trunc	N	209
72	28883	78	28900	210	72 - 28883	28811						N-term trunc	N	209
71	23854	72	24050	39	71 - 23854	23783						frameshift,mid	S	39
72	28883	54	28900	210	72 - 28883	28811						N-term trunc	N	209
71	21305	42	21316	27	71 - 21305	21234						frameshift,mid	ORF1b	27
72	28883	41	28900	210	72 - 28883	28811						N-term trunc	N	209
71	23854	39	24050	39	71 - 23854	23783						frameshift,mid	S	39
64	5784	33	5858	12	64 - 5784	5720						frameshift,mid	ORF1a	12
71	22276	32	22358	11	71 - 22276	22205						frameshift,mid	S	11
71	23854	32	24050	39	71 - 23854	23783						frameshift,mid	S	39
75	21057	30	21070	23	75 - 21057	20982						frameshift,mid	ORF1b	23
64	5784	29	5858	12	64 - 5784	5720						frameshift,mid	ORF1a	12
70	13618	29	13624	3	70 - 13618	13548						frameshift,mid	ORF1b	3
69	15776	27	15811	28	69 - 15776	15707						frameshift,mid	ORF1b	28
69	15776	25	15811	28	69 - 15776	15707						frameshift,mid	ORF1b	28
71	22276	25	22358	11	71 - 22276	22205						frameshift,mid	S	11
71	21305	25	21316	27	71 - 21305	21234						frameshift,mid	ORF1b	27
71	23854	23	24050	39	71 - 23854	23783						frameshift,mid	S	39
64	5784	22	5858	12	64 - 5784	5720						frameshift,mid	ORF1a	12
71	21305	22	21316	27	71 - 21305	21234						frameshift,mid	ORF1b	27
75	21057	22	21070	23	75 - 21057	20982						frameshift,mid	ORF1b	23
64	5784	22	5858	12	64 - 5784	5720						frameshift,mid	ORF1a	12
75	21057	22	21070	23	75 - 21057	20982						frameshift,mid	ORF1b	23
72	28883	20	28900	210	72 - 28883	28811						N-term trunc	N	209
67	5634	18	5680	2600	67 - 5634	5567						N-term trunc	ORF1a	1805
75	21057	18	21070	23	75 - 21057	20982						frameshift,mid	ORF1b	23
71	20315	18	20329	8	71 - 20315	20244						frameshift,mid	ORF1b	8
70	3815	17	3841	3213	70 - 3815	3745						N-term trunc	ORF1a	1192
69	15776	17	15811	28	69 - 15776	15707						frameshift,mid	ORF1b	28
71	21305	17	21316	27	71 - 21305	21234						frameshift,mid	ORF1b	27
72	27761	17	27824	20	72 - 27761	27689						N-term trunc	ORF7b	23
68	24776	17	24809	21	68 - 24776	24708						frameshift,mid	S	21
68	22404	17	22406	7	68 - 22404	22336						frameshift,mid	S	7
68	4017	17	4043	19	68 - 4017	3949						frameshift,mid	ORF1a	19
66	13729	17	13735	7	66 - 13729	13663						frameshift,mid	ORF1b	7
70	10639	16	10661	2	70 - 10639	10569						frameshift,mid	ORF1a	2
70	5591	15	5591	21	70 - 5591	5521						frameshift,mid	ORF1a	21
66	13729	15	13735	7	66 - 13729	13663						frameshift,mid	ORF1b	7
70	10639	15	10661	2	70 - 10639	10569						frameshift,mid	ORF1a	2
68	24776	14	24809	21	68 - 24776	24708						frameshift,mid	S	21
73	4018	14	4043	19	73 - 4018	3945						frameshift,mid	ORF1a	19
69	8749	14	8756	22	69 - 8749	8680						frameshift,mid	ORF1a	22
71	2793	14	2801	22	71 - 2793	2722						frameshift,mid	ORF1a	22
70	10639	14	10661	2	70 - 10639	10569						frameshift,mid	ORF1a	2
71	23854	13	24050	39	71 - 23854	23783						frameshift,mid	S	39
71	22501	12	22613	36	71 - 22501	22430						frameshift,mid	S	36
75	1612	12	1673	21	75 - 1612	1537						frameshift,mid	ORF1a	21
76	7560	12	7568	46	76 - 7560	7484						frameshift,mid	ORF1a	46
71	23854	12	24050	39	71 - 23854	23783						frameshift,mid	S	39
