j5	j3	count	startpos	productsize	JS	deletion size	chorm	type	name	start	end	evtype	evrelorf	evsize	startpos_byfusion
72	27761	323	27824	20	72 - 27761	27689						N-term trunc	ORF7b	23
72	28883	170	28900	210	72 - 28883	28811						N-term trunc	N	209
69	15776	149	15811	28	69 - 15776	15707						frameshift,mid	ORF1b	28
69	2688	141	2744	3	69 - 2688	2619						frameshift,mid	ORF1a	3
72	28883	135	28900	210	72 - 28883	28811						N-term trunc	N	209
69	15776	114	15811	28	69 - 15776	15707						frameshift,mid	ORF1b	28
72	28883	104	28900	210	72 - 28883	28811						N-term trunc	N	209
72	28883	103	28900	210	72 - 28883	28811						N-term trunc	N	209
72	28883	102	28900	210	72 - 28883	28811						N-term trunc	N	209
69	15776	89	15811	28	69 - 15776	15707						frameshift,mid	ORF1b	28
72	28883	88	28900	210	72 - 28883	28811						N-term trunc	N	209
72	28883	78	28900	210	72 - 28883	28811						N-term trunc	N	209
71	23854	72	24050	39	71 - 23854	23783						frameshift,mid	S	39
72	28883	61	28900	210	72 - 28883	28811						N-term trunc	N	209
72	28883	57	28900	210	72 - 28883	28811						N-term trunc	N	209
72	28883	54	28900	210	72 - 28883	28811						N-term trunc	N	209
71	23854	48	24050	39	71 - 23854	23783						frameshift,mid	S	39
72	28883	47	28900	210	72 - 28883	28811						N-term trunc	N	209
72	28883	46	28900	210	72 - 28883	28811						N-term trunc	N	209
71	23854	46	24050	39	71 - 23854	23783						frameshift,mid	S	39
71	21305	42	21316	27	71 - 21305	21234						frameshift,mid	ORF1b	27
72	28883	41	28900	210	72 - 28883	28811						N-term trunc	N	209
69	15776	39	15811	28	69 - 15776	15707						frameshift,mid	ORF1b	28
71	23854	39	24050	39	71 - 23854	23783						frameshift,mid	S	39
64	5784	33	5858	12	64 - 5784	5720						frameshift,mid	ORF1a	12
68	24776	33	24809	21	68 - 24776	24708						frameshift,mid	S	21
71	22276	32	22358	11	71 - 22276	22205						frameshift,mid	S	11
71	23854	32	24050	39	71 - 23854	23783						frameshift,mid	S	39
71	21305	31	21316	27	71 - 21305	21234						frameshift,mid	ORF1b	27
75	21057	30	21070	23	75 - 21057	20982						frameshift,mid	ORF1b	23
64	5784	29	5858	12	64 - 5784	5720						frameshift,mid	ORF1a	12
75	21057	29	21070	23	75 - 21057	20982						frameshift,mid	ORF1b	23
72	28883	29	28900	210	72 - 28883	28811						N-term trunc	N	209
70	13618	29	13624	3	70 - 13618	13548						frameshift,mid	ORF1b	3
68	4017	27	4043	19	68 - 4017	3949						frameshift,mid	ORF1a	19
69	15776	27	15811	28	69 - 15776	15707						frameshift,mid	ORF1b	28
71	23854	27	24050	39	71 - 23854	23783						frameshift,mid	S	39
74	23027	27	23045	15	74 - 23027	22953						frameshift,mid	S	15
69	15776	27	15811	28	69 - 15776	15707						frameshift,mid	ORF1b	28
68	22404	26	22406	7	68 - 22404	22336						frameshift,mid	S	7
71	2793	26	2801	22	71 - 2793	2722						frameshift,mid	ORF1a	22
69	15776	25	15811	28	69 - 15776	15707						frameshift,mid	ORF1b	28
71	21305	25	21316	27	71 - 21305	21234						frameshift,mid	ORF1b	27
69	15776	25	15811	28	69 - 15776	15707						frameshift,mid	ORF1b	28
71	22276	25	22358	11	71 - 22276	22205						frameshift,mid	S	11
68	24776	24	24809	21	68 - 24776	24708						frameshift,mid	S	21
71	23854	23	24050	39	71 - 23854	23783						frameshift,mid	S	39
64	5784	22	5858	12	64 - 5784	5720						frameshift,mid	ORF1a	12
64	5784	22	5858	12	64 - 5784	5720						frameshift,mid	ORF1a	12
75	21057	22	21070	23	75 - 21057	20982						frameshift,mid	ORF1b	23
71	21305	22	21316	27	71 - 21305	21234						frameshift,mid	ORF1b	27
75	21057	22	21070	23	75 - 21057	20982						frameshift,mid	ORF1b	23
72	28883	21	28900	210	72 - 28883	28811						N-term trunc	N	209
72	28883	21	28900	210	72 - 28883	28811						N-term trunc	N	209
70	24890	21	24890	19	70 - 24890	24820						frameshift,mid	S	19
72	28883	20	28900	210	72 - 28883	28811						N-term trunc	N	209
75	21057	20	21070	23	75 - 21057	20982						frameshift,mid	ORF1b	23
70	19570	20	19630	6	70 - 19570	19500						frameshift,mid	ORF1b	6
70	3815	19	3841	3213	70 - 3815	3745						N-term trunc	ORF1a	1192
72	28883	18	28900	210	72 - 28883	28811						N-term trunc	N	209
75	12973	18	12985	165	75 - 12973	12898						N-term trunc	ORF1a	4240
71	20315	18	20329	8	71 - 20315	20244						frameshift,mid	ORF1b	8
75	21057	18	21070	23	75 - 21057	20982						frameshift,mid	ORF1b	23
71	21305	18	21316	27	71 - 21305	21234						frameshift,mid	ORF1b	27
71	20315	18	20329	8	71 - 20315	20244						frameshift,mid	ORF1b	8
67	5634	18	5680	2600	67 - 5634	5567						N-term trunc	ORF1a	1805
71	22276	18	22358	11	71 - 22276	22205						frameshift,mid	S	11
70	3815	17	3841	3213	70 - 3815	3745						N-term trunc	ORF1a	1192
72	27761	17	27824	20	72 - 27761	27689						N-term trunc	ORF7b	23
71	21305	17	21316	27	71 - 21305	21234						frameshift,mid	ORF1b	27
71	22501	17	22613	36	71 - 22501	22430						frameshift,mid	S	36
66	13729	17	13735	7	66 - 13729	13663						frameshift,mid	ORF1b	7
68	22404	17	22406	7	68 - 22404	22336						frameshift,mid	S	7
68	4017	17	4043	19	68 - 4017	3949						frameshift,mid	ORF1a	19
68	24776	17	24809	21	68 - 24776	24708						frameshift,mid	S	21
69	15776	17	15811	28	69 - 15776	15707						frameshift,mid	ORF1b	28
68	22404	16	22406	7	68 - 22404	22336						frameshift,mid	S	7
69	5788	16	5858	12	69 - 5788	5719						frameshift,mid	ORF1a	12
69	15776	16	15811	28	69 - 15776	15707						frameshift,mid	ORF1b	28
75	6146	16	6155	64	75 - 6146	6071						frameshift,mid	ORF1a	64
71	20315	16	20329	8	71 - 20315	20244						frameshift,mid	ORF1b	8
71	23854	16	24050	39	71 - 23854	23783						frameshift,mid	S	39
71	27760	16	27824	20	71 - 27760	27689						N-term trunc	ORF7b	23
68	22404	16	22406	7	68 - 22404	22336						frameshift,mid	S	7
70	10639	16	10661	2	70 - 10639	10569						frameshift,mid	ORF1a	2
68	24776	15	24809	21	68 - 24776	24708						frameshift,mid	S	21
70	5591	15	5591	21	70 - 5591	5521						frameshift,mid	ORF1a	21
66	13729	15	13735	7	66 - 13729	13663						frameshift,mid	ORF1b	7
70	10639	15	10661	2	70 - 10639	10569						frameshift,mid	ORF1a	2
70	9712	15	9767	17	70 - 9712	9642						frameshift,mid	ORF1a	17
70	5591	15	5591	21	70 - 5591	5521						frameshift,mid	ORF1a	21
75	21057	14	21070	23	75 - 21057	20982						frameshift,mid	ORF1b	23
71	2793	14	2801	22	71 - 2793	2722						frameshift,mid	ORF1a	22
68	24776	14	24809	21	68 - 24776	24708						frameshift,mid	S	21
70	10639	14	10661	2	70 - 10639	10569						frameshift,mid	ORF1a	2
73	4018	14	4043	19	73 - 4018	3945						frameshift,mid	ORF1a	19
69	8749	14	8756	22	69 - 8749	8680						frameshift,mid	ORF1a	22
71	23854	13	24050	39	71 - 23854	23783						frameshift,mid	S	39
71	23854	13	24050	39	71 - 23854	23783						frameshift,mid	S	39
76	20018	13	20026	19	76 - 20018	19942						frameshift,mid	ORF1b	19
68	22404	13	22406	7	68 - 22404	22336						frameshift,mid	S	7
72	28883	12	28900	210	72 - 28883	28811						N-term trunc	N	209
72	28883	12	28900	210	72 - 28883	28811						N-term trunc	N	209
64	5784	12	5858	12	64 - 5784	5720						frameshift,mid	ORF1a	12
